Year,Area Description,Species,Pounds,Trips,Average Price,Estimated Value
2013,TORTUGAS,SNAPPER_YELLOWTAIL,1018155,1207,2.83,2879088
2013,TORTUGAS,TILEFISH (GOLDEN),5619,24,2.91,16342
2013,TORTUGAS,TILEFISH_BLUELINE (GRAY),11866,47,1.82,21554
2013,TORTUGAS,TRIGGERFISH,349,18,1.57,549
2013,WEST PALM BEACH,AMBERJACKS,84567,283,1,84371
2013,WEST PALM BEACH,GROUPER_BLACK,2598,37,3.89,10098
2013,WEST PALM BEACH,GROUPER_GAG,3458,57,4.34,15004
2013,WEST PALM BEACH,GROUPER_OTHER,8,5,3.57,30
2013,WEST PALM BEACH,GROUPER_RED,583,19,4.04,2357
2013,WEST PALM BEACH,GROUPER_SCAMP,47,3,4.74,225
2013,WEST PALM BEACH,GROUPER_SNOWY,3949,70,4.11,16227
2013,WEST PALM BEACH,GROUPER_YELLOWEDGE,2203,34,4.25,9366
2013,WEST PALM BEACH,GRUNTS,8834,493,1.31,11546
2013,WEST PALM BEACH,HOGFISH,1815,41,4.09,7424
2013,WEST PALM BEACH,PORGIES,3352,173,1.84,6166
2013,WEST PALM BEACH,SEA BASS_MIXED,632,21,2.76,1743
2013,WEST PALM BEACH,SNAPPER_GREY (MANGROVE),5276,131,2.61,13767
2013,WEST PALM BEACH,SNAPPER_LANE,632,52,3.13,1979
2013,WEST PALM BEACH,SNAPPER_MUTTON,5014,158,3.47,17377
2013,WEST PALM BEACH,SNAPPER_OTHER,105,5,3.49,368
2013,WEST PALM BEACH,SNAPPER_RED,146,5,4.03,588
2013,WEST PALM BEACH,SNAPPER_SILK,155,6,3.63,563
2013,WEST PALM BEACH,SNAPPER_VERMILION,5484,119,3.61,19818
2013,WEST PALM BEACH,SNAPPER_YELLOWTAIL,23794,316,2.78,66235
2013,WEST PALM BEACH,TILEFISH (GOLDEN),45183,170,2.86,129114
2013,WEST PALM BEACH,TILEFISH_BLUELINE (GRAY),1148,20,3.11,3565
2013,WEST PALM BEACH,TRIGGERFISH,2190,112,1.02,2226
2014,APALACHEE BAY,AMBERJACKS,41257,58,1.22,50368
2014,APALACHEE BAY,GROUPER_GAG,120687,593,4.17,502823
2014,APALACHEE BAY,GROUPER_OTHER,2612,32,3.24,8471
2014,APALACHEE BAY,GROUPER_RED,499672,680,3.22,1609418
2014,APALACHEE BAY,GROUPER_SCAMP,13192,265,4.13,54487
2014,APALACHEE BAY,GROUPER_SNOWY,12356,27,3.59,44356
2014,APALACHEE BAY,GROUPER_WARSAW,3023,17,3.04,9182
2014,APALACHEE BAY,GROUPER_YELLOWEDGE,38721,25,4.19,162098
2014,APALACHEE BAY,GRUNTS,135735,561,1.11,150304
2014,APALACHEE BAY,HOGFISH,1749,28,3.09,5409
2014,APALACHEE BAY,PORGIES,71049,349,1.21,85911
2014,APALACHEE BAY,SEA BASS_MIXED,209446,490,1.1,230244
2014,APALACHEE BAY,SNAPPER_GREY (MANGROVE),35403,500,2.6,92029
2014,APALACHEE BAY,SNAPPER_LANE,16145,385,2.28,36801
2014,APALACHEE BAY,SNAPPER_OTHER,246,9,1.84,454
2014,APALACHEE BAY,SNAPPER_RED,262575,589,4.14,1086760
2014,APALACHEE BAY,SNAPPER_SILK,148,3,3.05,453
2014,APALACHEE BAY,SNAPPER_VERMILION,168875,429,2.48,418922
2014,APALACHEE BAY,SNAPPER_YELLOWTAIL,3,3,2.55,9
2014,APALACHEE BAY,TILEFISH (GOLDEN),41868,14,2.64,110460
2014,APALACHEE BAY,TILEFISH_BLUELINE (GRAY),202,6,0.98,198
2014,APALACHEE BAY,TRIGGERFISH,4103,157,1.38,5644
2014,CAPE CANAVERAL,AMBERJACKS,94572,230,1.58,149716
2014,CAPE CANAVERAL,GROUPER_BLACK,197,5,4.5,887
2014,CAPE CANAVERAL,GROUPER_GAG,13262,149,4.67,61985
2014,CAPE CANAVERAL,GROUPER_OTHER,4,1,4.66,17
2014,CAPE CANAVERAL,GROUPER_RED,1036,42,4.17,4320
2014,CAPE CANAVERAL,GROUPER_SCAMP,533,27,4.57,2438
2014,CAPE CANAVERAL,GROUPER_SNOWY,8833,93,4.56,40280
2014,CAPE CANAVERAL,GROUPER_YELLOWEDGE,1741,23,4.75,8266
2014,CAPE CANAVERAL,GRUNTS,10928,111,0.4,4417
2014,CAPE CANAVERAL,HOGFISH,40,5,4.17,165
2014,CAPE CANAVERAL,PORGIES,1741,41,2.47,4309
2014,CAPE CANAVERAL,SEA BASS_MIXED,9739,190,2.76,26873
2014,CAPE CANAVERAL,SNAPPER_GREY (MANGROVE),5152,163,3.65,18814
2014,CAPE CANAVERAL,SNAPPER_LANE,140,28,4.01,562
2014,CAPE CANAVERAL,SNAPPER_MUTTON,170,14,3.83,653
2014,CAPE CANAVERAL,SNAPPER_OTHER,144,6,2.69,385
2014,CAPE CANAVERAL,SNAPPER_RED,21470,304,4.87,104608
2014,CAPE CANAVERAL,SNAPPER_SILK,7,1,4.5,33
2014,CAPE CANAVERAL,SNAPPER_VERMILION,17237,70,3.31,57108
2014,CAPE CANAVERAL,SNAPPER_YELLOWTAIL,418,11,3.22,1347
2014,CAPE CANAVERAL,TILEFISH (GOLDEN),111387,60,2.71,301995
2014,CAPE CANAVERAL,TILEFISH_BLUELINE (GRAY),297,17,2.62,778
2014,CAPE CANAVERAL,TRIGGERFISH,4094,75,2.66,10877
2014,CRYSTAL RIVER-TARPON SPRINGS,AMBERJACKS,39608,116,1.43,56762
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_BLACK,1110,14,4.21,4670
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_GAG,115040,533,4.36,501553
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_OTHER,3096,98,3.22,9963
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_RED,499154,592,3.21,1604663
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_SCAMP,21733,260,4.08,88663
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_SNOWY,901,14,3.27,2947
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_WARSAW,543,5,3.03,1645
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_YELLOWEDGE,16328,17,4.4,71777
2014,CRYSTAL RIVER-TARPON SPRINGS,GROUPER_YELLOWFIN,7,1,4.24,30
2014,CRYSTAL RIVER-TARPON SPRINGS,GRUNTS,42353,561,0.74,31539
2014,CRYSTAL RIVER-TARPON SPRINGS,HOGFISH,22307,161,4.34,96857
2014,CRYSTAL RIVER-TARPON SPRINGS,PORGIES,38503,403,1.59,61197
2014,CRYSTAL RIVER-TARPON SPRINGS,SEA BASS_MIXED,1476,183,0.9,1333
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_GREY (MANGROVE),29158,378,2.98,86761
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_LANE,996,124,2.35,2345
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_MUTTON,602,11,2.87,1726
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_OTHER,747,17,2.79,2087
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_RED,80957,261,4.42,357965
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_SILK,25,6,2.34,58
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_VERMILION,32638,247,2.91,94925
2014,CRYSTAL RIVER-TARPON SPRINGS,SNAPPER_YELLOWTAIL,51,10,2.56,131
2014,CRYSTAL RIVER-TARPON SPRINGS,TILEFISH (GOLDEN),8280,8,2.59,21415
2014,CRYSTAL RIVER-TARPON SPRINGS,TILEFISH_BLUELINE (GRAY),791,12,1.76,1391
2014,CRYSTAL RIVER-TARPON SPRINGS,TRIGGERFISH,1765,96,2.13,3758
2014,DESTIN,AMBERJACKS,26631,134,1.42,37923
2014,DESTIN,GROUPER_GAG,7951,92,4.04,32126
2014,DESTIN,GROUPER_OTHER,72,11,2.9,209
2014,DESTIN,GROUPER_RED,4801,104,3.42,16408
2014,DESTIN,GROUPER_SCAMP,3594,118,4.25,15271
2014,DESTIN,GROUPER_SNOWY,5170,38,3.1,16014
2014,DESTIN,GROUPER_WARSAW,828,17,3.18,2633
2014,DESTIN,GROUPER_YELLOWEDGE,29273,24,3.88,113609
2014,DESTIN,PORGIES,41539,192,1.2,49644
2014,DESTIN,SEA BASS_MIXED,9,1,1.06,10
2014,DESTIN,SNAPPER_GREY (MANGROVE),462,37,2.04,944
2014,DESTIN,SNAPPER_LANE,167,46,2.39,398
2014,DESTIN,SNAPPER_OTHER,334,22,1.57,526
2014,DESTIN,SNAPPER_RED,449551,198,3.79,1702853
2014,DESTIN,SNAPPER_SILK,12,2,3.28,40
2014,DESTIN,SNAPPER_VERMILION,198412,200,2.81,556607
2014,DESTIN,SNAPPER_YELLOWTAIL,7,1,2.93,20
2014,DESTIN,TILEFISH (GOLDEN),23477,8,2.57,60342
2014,DESTIN,TILEFISH_BLUELINE (GRAY),244,25,0.77,187
2014,DESTIN,TRIGGERFISH,4168,124,2.14,8919
2014,EVERGLADES,AMBERJACKS,6657,25,1.1,7309
2014,EVERGLADES,GROUPER_BLACK,7485,49,3.84,28741
2014,EVERGLADES,GROUPER_GAG,18935,71,4.02,76094
2014,EVERGLADES,GROUPER_OTHER,6545,29,3.13,20503
2014,EVERGLADES,GROUPER_RED,386285,133,2.94,1135539
2014,EVERGLADES,GROUPER_SCAMP,4916,50,3.86,18988
2014,EVERGLADES,GROUPER_SNOWY,34740,23,3.33,115790
2014,EVERGLADES,GROUPER_WARSAW,600,5,3.21,1923
2014,EVERGLADES,GROUPER_YELLOWEDGE,40033,23,3.94,157542
2014,EVERGLADES,GRUNTS,1513,17,0.88,1334
2014,EVERGLADES,PORGIES,7158,42,1.2,8577
2014,EVERGLADES,SNAPPER_GREY (MANGROVE),2843,61,1.69,4813
2014,EVERGLADES,SNAPPER_LANE,175,22,2.2,386
2014,EVERGLADES,SNAPPER_MUTTON,21801,55,2.35,51242
2014,EVERGLADES,SNAPPER_OTHER,7220,16,3.43,24789
2014,EVERGLADES,SNAPPER_RED,20582,33,3.52,72451
2014,EVERGLADES,SNAPPER_SILK,475,11,3.18,1513
2014,EVERGLADES,SNAPPER_VERMILION,557,14,2.99,1664
2014,EVERGLADES,SNAPPER_YELLOWTAIL,7231,51,1.92,13873
2014,EVERGLADES,TILEFISH (GOLDEN),6569,10,3.09,20276
2014,EVERGLADES,TILEFISH_BLUELINE (GRAY),4483,13,1.28,5746
2014,EVERGLADES,TRIGGERFISH,89,4,1.72,153
2014,FORT MYERS,AMBERJACKS,9284,79,1.27,11771
2014,FORT MYERS,GROUPER_BLACK,26426,178,4.18,110338
2014,FORT MYERS,GROUPER_GAG,120014,526,4.21,505162
2014,FORT MYERS,GROUPER_OTHER,48033,136,3.13,150139
2014,FORT MYERS,GROUPER_RED,2113509,907,3.22,6813825
2014,FORT MYERS,GROUPER_SCAMP,35646,350,3.92,139722
2014,FORT MYERS,GROUPER_SNOWY,48414,76,3.25,157392
2014,FORT MYERS,GROUPER_WARSAW,3607,32,2.76,9942
2014,FORT MYERS,GROUPER_YELLOWEDGE,210320,78,4,841785
2014,FORT MYERS,GRUNTS,11713,131,0.94,11065
2014,FORT MYERS,HOGFISH,564,13,3.89,2193
2014,FORT MYERS,PORGIES,15230,241,1.37,20884
2014,FORT MYERS,SEA BASS_MIXED,26,6,0.44,12
2014,FORT MYERS,SNAPPER_GREY (MANGROVE),26995,737,2.75,74235
2014,FORT MYERS,SNAPPER_LANE,3709,243,2.28,8473
2014,FORT MYERS,SNAPPER_MIXED,51,2,2.31,118
2014,FORT MYERS,SNAPPER_MUTTON,47577,156,2.56,121574
2014,FORT MYERS,SNAPPER_OTHER,4929,42,3.21,15808
2014,FORT MYERS,SNAPPER_RED,116582,354,4.31,502992
2014,FORT MYERS,SNAPPER_SILK,1694,29,3.38,5721
2014,FORT MYERS,SNAPPER_VERMILION,8017,187,2.59,20743
2014,FORT MYERS,SNAPPER_YELLOWTAIL,2189,56,3.06,6698
2014,FORT MYERS,TILEFISH (GOLDEN),7199,37,2.72,19554
2014,FORT MYERS,TILEFISH_BLUELINE (GRAY),42608,49,1.19,50812
2014,FORT MYERS,TRIGGERFISH,846,45,1.4,1186
2014,FORT PIERCE,AMBERJACKS,70016,177,1.28,89332
2014,FORT PIERCE,GROUPER_BLACK,714,25,4.75,3392
2014,FORT PIERCE,GROUPER_GAG,19245,185,4.78,91963
2014,FORT PIERCE,GROUPER_OTHER,347,6,4.94,1714
2014,FORT PIERCE,GROUPER_RED,1157,61,3.96,4582
2014,FORT PIERCE,GROUPER_SCAMP,242,14,4.74,1148
2014,FORT PIERCE,GROUPER_SNOWY,679,17,4.28,2905
2014,FORT PIERCE,GROUPER_YELLOWEDGE,7,1,0.64,5
2014,FORT PIERCE,GRUNTS,2507,161,0.93,2322
2014,FORT PIERCE,HOGFISH,696,22,4.44,3092
2014,FORT PIERCE,PORGIES,191,37,1.29,246
2014,FORT PIERCE,SEA BASS_MIXED,3316,120,2.44,8084
2014,FORT PIERCE,SNAPPER_GREY (MANGROVE),7853,197,3.87,30403
2014,FORT PIERCE,SNAPPER_LANE,31,13,2.49,77
2014,FORT PIERCE,SNAPPER_MUTTON,746,61,3.75,2798
2014,FORT PIERCE,SNAPPER_OTHER,214,8,2.03,434
2014,FORT PIERCE,SNAPPER_RED,7459,124,4.78,35656
2014,FORT PIERCE,SNAPPER_VERMILION,436,21,4.2,1828
2014,FORT PIERCE,SNAPPER_YELLOWTAIL,19,4,4.39,83
2014,FORT PIERCE,TILEFISH (GOLDEN),236423,220,2.76,651992
2014,FORT PIERCE,TILEFISH_BLUELINE (GRAY),82,2,1.17,96
2014,FORT PIERCE,TRIGGERFISH,1222,49,2.12,2589
2014,JACKSONVILLE,AMBERJACKS,82680,315,1.4,115905
2014,JACKSONVILLE,GROUPER_GAG,24714,93,4.47,110378
2014,JACKSONVILLE,GROUPER_OTHER,97,14,2.54,246
2014,JACKSONVILLE,GROUPER_RED,1694,37,2.87,4871
2014,JACKSONVILLE,GROUPER_SCAMP,16274,132,4.45,72452
2014,JACKSONVILLE,GROUPER_SNOWY,3352,34,3.96,13277
2014,JACKSONVILLE,GRUNTS,1111,126,0.5,559
2014,JACKSONVILLE,HOGFISH,289,10,3.15,910
2014,JACKSONVILLE,PORGIES,21043,191,1.94,40809
2014,JACKSONVILLE,SEA BASS_MIXED,4707,155,1.4,6610
2014,JACKSONVILLE,SNAPPER_GREY (MANGROVE),18989,288,2.11,40111
2014,JACKSONVILLE,SNAPPER_MUTTON,12636,152,2.79,35301
2014,JACKSONVILLE,SNAPPER_OTHER,179,3,1.35,242
2014,JACKSONVILLE,SNAPPER_RED,9695,132,4.54,44044
2014,JACKSONVILLE,SNAPPER_SILK,153,9,3.41,523
2014,JACKSONVILLE,SNAPPER_VERMILION,252809,337,3.31,835682
2014,JACKSONVILLE,SNAPPER_YELLOWTAIL,72,8,3.42,245
2014,JACKSONVILLE,TILEFISH (GOLDEN),1044,5,4.52,4716
2014,JACKSONVILLE,TILEFISH_BLUELINE (GRAY),174,12,1.68,292
2014,JACKSONVILLE,TRIGGERFISH,56644,178,2.01,113901
2014,KEY WEST,AMBERJACKS,65643,183,1.41,92501
2014,KEY WEST,GROUPER_BLACK,28456,358,4.26,121360
2014,KEY WEST,GROUPER_GAG,2947,36,4.05,11941
2014,KEY WEST,GROUPER_OTHER,179,28,2.36,423
2014,KEY WEST,GROUPER_RED,37007,341,3.39,125607
2014,KEY WEST,GROUPER_SCAMP,1038,21,4.24,4402
2014,KEY WEST,GROUPER_SNOWY,18425,188,4.09,75321
2014,KEY WEST,GROUPER_YELLOWEDGE,1726,44,4.48,7738
2014,KEY WEST,GROUPER_YELLOWFIN,54,4,4.67,250
2014,KEY WEST,GRUNTS,13397,340,1.06,14257
2014,KEY WEST,HOGFISH,8894,346,3.69,32845
2014,KEY WEST,PORGIES,11566,240,1.46,16859
2014,KEY WEST,SNAPPER_GREY (MANGROVE),37188,628,2.28,84803
2014,KEY WEST,SNAPPER_LANE,2860,97,2.47,7055
2014,KEY WEST,SNAPPER_MUTTON,30213,478,2.58,77806
2014,KEY WEST,SNAPPER_OTHER,442,26,1.91,845
2014,KEY WEST,SNAPPER_RED,1463,6,4.67,6840
2014,KEY WEST,SNAPPER_SILK,699,11,3.22,2250
2014,KEY WEST,SNAPPER_VERMILION,115,9,3.27,376
2014,KEY WEST,SNAPPER_YELLOWTAIL,401777,1697,2.97,1193155
2014,KEY WEST,TILEFISH (GOLDEN),10089,92,4.13,41698
2014,KEY WEST,TILEFISH_BLUELINE (GRAY),5077,92,2.51,12763
2014,KEY WEST,TRIGGERFISH,2043,132,1.48,3021
2014,MARATHON,AMBERJACKS,67485,131,1.36,91826
2014,MARATHON,GROUPER_BLACK,32735,365,3.88,126957
2014,MARATHON,GROUPER_GAG,120,7,3.9,469
2014,MARATHON,GROUPER_OTHER,50,2,3.71,184
2014,MARATHON,GROUPER_RED,5186,107,2.96,15371
2014,MARATHON,GROUPER_SCAMP,6,1,4.03,25
2014,MARATHON,GROUPER_SNOWY,4081,47,3.89,15860
2014,MARATHON,GROUPER_YELLOWEDGE,660,14,3.81,2516
2014,MARATHON,GRUNTS,4251,64,1.18,5013
2014,MARATHON,HOGFISH,3329,102,4.05,13497
2014,MARATHON,PORGIES,7367,72,1,7363
2014,MARATHON,SNAPPER_GREY (MANGROVE),37741,666,2.46,92812
2014,MARATHON,SNAPPER_LANE,521,16,2.35,1227
2014,MARATHON,SNAPPER_MUTTON,15589,379,3.06,47736
2014,MARATHON,SNAPPER_OTHER,793,11,2.99,2372
2014,MARATHON,SNAPPER_SILK,145,3,4.09,593
2014,MARATHON,SNAPPER_YELLOWTAIL,436654,1870,3.02,1319469
2014,MARATHON,TILEFISH (GOLDEN),129,3,2.44,315
2014,MARATHON,TILEFISH_BLUELINE (GRAY),2079,38,2.52,5231
2014,MARATHON,TRIGGERFISH,426,23,2.3,978
2014,MIAMI,AMBERJACKS,185163,357,1.35,250057
2014,MIAMI,GROUPER_BLACK,12840,210,3.99,51293
2014,MIAMI,GROUPER_GAG,288,19,4.21,1211
2014,MIAMI,GROUPER_OTHER,22,5,2.32,51
2014,MIAMI,GROUPER_RED,1338,96,3.5,4678
2014,MIAMI,GROUPER_SCAMP,15,2,4.07,60
2014,MIAMI,GROUPER_SNOWY,9386,86,3.8,35707
2014,MIAMI,GROUPER_YELLOWEDGE,426,7,3.79,1616
2014,MIAMI,GRUNTS,3809,103,1.02,3902
2014,MIAMI,HOGFISH,1868,158,3.83,7149
2014,MIAMI,PORGIES,488,19,1.23,601
2014,MIAMI,SNAPPER_GREY (MANGROVE),2800,118,2.54,7118
2014,MIAMI,SNAPPER_LANE,2,1,2.7,5
2014,MIAMI,SNAPPER_MUTTON,14107,496,3.15,44386
2014,MIAMI,SNAPPER_OTHER,996,24,2.66,2653
2014,MIAMI,SNAPPER_RED,16,1,4.28,68
2014,MIAMI,SNAPPER_SILK,154,6,3.56,548
2014,MIAMI,SNAPPER_VERMILION,224,6,3.56,797
2014,MIAMI,SNAPPER_YELLOWTAIL,45290,533,3.09,139953
2014,MIAMI,TILEFISH (GOLDEN),1352,15,3.07,4151
2014,MIAMI,TILEFISH_BLUELINE (GRAY),612,18,1.22,747
2014,MIAMI,TRIGGERFISH,993,77,1.09,1081
2014,Out-of-State,AMBERJACKS,47138,78,1.3,61191
2014,Out-of-State,GROUPER_GAG,24075,69,4.4,106046
2014,Out-of-State,GROUPER_OTHER,50,10,2.69,134
2014,Out-of-State,GROUPER_RED,5910,33,3.32,19636
2014,Out-of-State,GROUPER_SCAMP,16450,88,4.45,73206
2014,Out-of-State,GROUPER_SNOWY,2220,32,3.91,8682
2014,Out-of-State,GROUPER_WARSAW,648,8,3.28,2124
2014,Out-of-State,GROUPER_YELLOWEDGE,11520,5,3.83,44087
2014,Out-of-State,GRUNTS,273,29,0.51,140
2014,Out-of-State,HOGFISH,198,2,3.6,712
2014,Out-of-State,PORGIES,20590,93,1.48,30417
2014,Out-of-State,SEA BASS_MIXED,1142,36,2.16,2467
2014,Out-of-State,SNAPPER_GREY (MANGROVE),4403,58,2.22,9788
2014,Out-of-State,SNAPPER_LANE,151,22,2.54,383
2014,Out-of-State,SNAPPER_MUTTON,2954,27,2.73,8075
2014,Out-of-State,SNAPPER_OTHER,193,6,1.51,292
2014,Out-of-State,SNAPPER_RED,162416,53,3.61,585991
2014,Out-of-State,SNAPPER_SILK,57,7,3.48,197
2014,Out-of-State,SNAPPER_VERMILION,82717,63,3.01,248750
2014,Out-of-State,SNAPPER_YELLOWTAIL,20,3,3.6,72
2014,Out-of-State,TILEFISH (GOLDEN),41915,15,2.66,111627
2014,Out-of-State,TILEFISH_BLUELINE (GRAY),71,10,1.14,81
2014,Out-of-State,TRIGGERFISH,7332,42,1.99,14603
2014,PANAMA CITY,AMBERJACKS,89734,302,1.38,124167
2014,PANAMA CITY,GROUPER_GAG,108519,542,4.08,442340
2014,PANAMA CITY,GROUPER_OTHER,2844,48,3,8539
2014,PANAMA CITY,GROUPER_RED,230185,539,3.26,749922
2014,PANAMA CITY,GROUPER_SCAMP,29350,383,3.91,114821
2014,PANAMA CITY,GROUPER_SNOWY,13100,69,3.21,42024
2014,PANAMA CITY,GROUPER_WARSAW,3004,36,2.97,8937
2014,PANAMA CITY,GROUPER_YELLOWEDGE,123014,62,3.78,464573
2014,PANAMA CITY,GROUPER_YELLOWFIN,9,1,3.18,30
2014,PANAMA CITY,GRUNTS,4061,28,0.67,2711
2014,PANAMA CITY,PORGIES,220376,583,1.16,255483
2014,PANAMA CITY,SEA BASS_MIXED,15,5,0.99,15
2014,PANAMA CITY,SNAPPER_GREY (MANGROVE),19759,463,2.17,42899
2014,PANAMA CITY,SNAPPER_LANE,2674,296,2.32,6213
2014,PANAMA CITY,SNAPPER_MUTTON,751,4,2.28,1713
2014,PANAMA CITY,SNAPPER_OTHER,20801,27,0.45,9402
2014,PANAMA CITY,SNAPPER_RED,534090,607,3.77,2013635
2014,PANAMA CITY,SNAPPER_SILK,40,5,2.52,101
2014,PANAMA CITY,SNAPPER_VERMILION,469589,636,2.58,1213517
2014,PANAMA CITY,SNAPPER_YELLOWTAIL,6,2,2.88,16
2014,PANAMA CITY,TILEFISH (GOLDEN),107296,35,2.49,266902
2014,PANAMA CITY,TILEFISH_BLUELINE (GRAY),698,17,1.09,759
2014,PANAMA CITY,TRIGGERFISH,16510,488,1.99,32912
2014,PENSACOLA,AMBERJACKS,6415,65,1.28,8194
2014,PENSACOLA,GROUPER_BLACK,826,1,3.81,3150
2014,PENSACOLA,GROUPER_GAG,4543,117,2.84,12909
2014,PENSACOLA,GROUPER_OTHER,126,13,2.44,308
2014,PENSACOLA,GROUPER_RED,2863,97,2.5,7169
2014,PENSACOLA,GROUPER_SCAMP,5118,183,3.18,16252
2014,PENSACOLA,GROUPER_SNOWY,1676,40,3.32,5564
2014,PENSACOLA,GROUPER_WARSAW,1036,15,2.59,2686
2014,PENSACOLA,GROUPER_YELLOWEDGE,17816,26,3.81,67863
2014,PENSACOLA,PORGIES,47167,240,1.14,53616
2014,PENSACOLA,SEA BASS_MIXED,12,2,1,12
2014,PENSACOLA,SNAPPER_GREY (MANGROVE),30,7,1.94,58
2014,PENSACOLA,SNAPPER_LANE,73,13,1.72,126
2014,PENSACOLA,SNAPPER_MUTTON,38,2,1.14,43
2014,PENSACOLA,SNAPPER_OTHER,9,1,2.25,21
2014,PENSACOLA,SNAPPER_RED,259803,305,3.21,834314
2014,PENSACOLA,SNAPPER_SILK,18,2,1.32,24
2014,PENSACOLA,SNAPPER_VERMILION,230417,250,2.82,649363
2014,PENSACOLA,TILEFISH (GOLDEN),19328,16,2.42,46799
2014,PENSACOLA,TILEFISH_BLUELINE (GRAY),81,6,0.99,80
2014,PENSACOLA,TRIGGERFISH,5027,163,1.68,8461
2014,ST. AUGUSTINE,AMBERJACKS,166454,354,1.58,262625
2014,ST. AUGUSTINE,GROUPER_BLACK,20,1,4.45,89
2014,ST. AUGUSTINE,GROUPER_GAG,25361,165,4.52,114672
2014,ST. AUGUSTINE,GROUPER_OTHER,24,9,3.32,78
2014,ST. AUGUSTINE,GROUPER_RED,1413,47,3.82,5392
2014,ST. AUGUSTINE,GROUPER_SCAMP,4065,71,4.63,18804
2014,ST. AUGUSTINE,GROUPER_SNOWY,4459,64,4.03,17964
2014,ST. AUGUSTINE,GROUPER_YELLOWEDGE,79,2,4.45,352
2014,ST. AUGUSTINE,GRUNTS,3402,147,0.93,3174
2014,ST. AUGUSTINE,HOGFISH,384,14,3.84,1474
2014,ST. AUGUSTINE,PORGIES,20203,198,2.18,44015
2014,ST. AUGUSTINE,SEA BASS_MIXED,9240,178,2.02,18703
2014,ST. AUGUSTINE,SNAPPER_GREY (MANGROVE),10945,234,2.8,30600
2014,ST. AUGUSTINE,SNAPPER_LANE,52,17,2.99,156
2014,ST. AUGUSTINE,SNAPPER_MUTTON,5822,83,2.59,15098
2014,ST. AUGUSTINE,SNAPPER_OTHER,232,8,1.75,405
2014,ST. AUGUSTINE,SNAPPER_RED,14601,195,4.62,67474
2014,ST. AUGUSTINE,SNAPPER_SILK,74,10,3.53,263
2014,ST. AUGUSTINE,SNAPPER_VERMILION,129632,296,3.17,410340
2014,ST. AUGUSTINE,SNAPPER_YELLOWTAIL,171,13,3.56,608
2014,ST. AUGUSTINE,TILEFISH (GOLDEN),189087,89,2.9,547651
2014,ST. AUGUSTINE,TILEFISH_BLUELINE (GRAY),39,4,1.49,58
2014,ST. AUGUSTINE,TRIGGERFISH,25959,178,2.33,60418
2014,TAMPA,AMBERJACKS,30816,116,1.38,42508
2014,TAMPA,GROUPER_BLACK,6177,82,3.83,23651
2014,TAMPA,GROUPER_GAG,170272,798,4.21,717199
2014,TAMPA,GROUPER_OTHER,20668,136,3.25,67184
2014,TAMPA,GROUPER_RED,2617652,1082,3.21,8397182
2014,TAMPA,GROUPER_SCAMP,40508,510,3.8,153759
2014,TAMPA,GROUPER_SNOWY,18638,45,3.14,58505
2014,TAMPA,GROUPER_WARSAW,1650,20,2.58,4262
2014,TAMPA,GROUPER_YELLOWEDGE,110753,48,3.88,430116
2014,TAMPA,GROUPER_YELLOWFIN,207,1,4.66,963
2014,TAMPA,GRUNTS,40247,497,1.13,45323
2014,TAMPA,HOGFISH,10029,117,4.42,44288
2014,TAMPA,PORGIES,25339,406,1.15,29183
2014,TAMPA,SEA BASS_MIXED,178,28,1.42,252
2014,TAMPA,SNAPPER_GREY (MANGROVE),39035,792,2.64,102919
2014,TAMPA,SNAPPER_LANE,4002,401,1.69,6782
2014,TAMPA,SNAPPER_MUTTON,5201,37,2.39,12451
2014,TAMPA,SNAPPER_OTHER,470,15,1.77,834
2014,TAMPA,SNAPPER_RED,206340,566,4.39,906479
2014,TAMPA,SNAPPER_SILK,256,20,2.49,637
2014,TAMPA,SNAPPER_VERMILION,22050,347,2.62,57761
2014,TAMPA,SNAPPER_YELLOWTAIL,430,48,2.68,1154
2014,TAMPA,TILEFISH (GOLDEN),5283,19,3,15825
2014,TAMPA,TILEFISH_BLUELINE (GRAY),20903,21,1.06,22190
2014,TAMPA,TRIGGERFISH,1650,95,1.19,1961
2014,TORTUGAS,AMBERJACKS,56590,136,1.18,66866
2014,TORTUGAS,GROUPER_BLACK,30226,205,4.07,122921
2014,TORTUGAS,GROUPER_GAG,18366,64,4.11,75562
2014,TORTUGAS,GROUPER_OTHER,7709,56,3.02,23261
2014,TORTUGAS,GROUPER_RED,234809,274,3.15,738490
